epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,train/rle_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,val/rle_loss,lr/pg0,lr/pg1,lr/pg2
329,2795.53,1.59928,0.06698,0.4227,0.77951,0.03366,5.52299,0.90329,0.94624,0.95902,0.63553,0.89302,0.93548,0.95227,0.9477,1.59512,0.16136,0.23529,0.50222,0.0428,0,0.0035056,0.0035056,0.0035056
330,2803.93,1.58517,0.05443,0.41951,0.80097,0.03389,5.36781,0.90661,0.93945,0.94949,0.61377,0.89625,0.92887,0.94027,0.93577,1.67314,0.16506,0.19796,0.52738,0.04559,0,0.0034858,0.0034858,0.0034858
331,2812.35,1.56944,0.06521,0.41778,0.77108,0.0329,5.55608,0.94164,0.90323,0.96367,0.65107,0.94164,0.90323,0.96701,0.96297,1.71098,0.1629,0.24372,0.4602,0.04606,0,0.003466,0.003466,0.003466
332,2820.63,1.59472,0.09319,0.43046,0.82115,0.03389,5.77667,0.87773,0.92628,0.94395,0.65892,0.89186,0.92473,0.95472,0.94934,1.73682,0.24693,0.23447,0.4965,0.04882,0,0.0034462,0.0034462,0.0034462
333,2828.96,1.62188,0.08357,0.4312,0.79009,0.03406,5.55582,0.82836,0.94624,0.93477,0.61981,0.83777,0.95699,0.94589,0.94111,1.85245,0.24363,0.25024,0.53204,0.05218,0,0.0034264,0.0034264,0.0034264
334,2837.32,1.63836,0.09036,0.42581,0.81516,0.03503,5.63279,0.89183,0.97849,0.95487,0.62644,0.90834,0.959,0.95646,0.95354,1.83946,0.18032,0.24394,0.45973,0.05064,0,0.0034066,0.0034066,0.0034066
335,2845.58,1.55118,0.08697,0.42161,0.75554,0.0323,5.48315,0.86728,0.94624,0.96001,0.66552,0.87418,0.97123,0.96785,0.95994,1.75765,0.14472,0.19838,0.49777,0.04692,0,0.0033868,0.0033868,0.0033868
336,2853.96,1.57629,0.09549,0.41878,0.75796,0.03293,5.46261,0.9029,0.89986,0.9241,0.62042,0.92454,0.92228,0.96508,0.96019,1.86623,0.15295,0.20776,0.49591,0.0523,0,0.003367,0.003367,0.003367
337,2861.67,1.64776,0.06778,0.40078,0.84949,0.03519,5.57576,0.85112,0.94624,0.93883,0.58402,0.85112,0.94624,0.94595,0.9422,2.00582,0.09972,0.20684,0.54043,0.05443,0,0.0033472,0.0033472,0.0033472
338,2870.2,1.59173,0.07187,0.40127,0.74986,0.03437,5.62392,0.83939,0.92473,0.9289,0.56055,0.85445,0.95699,0.95773,0.94682,1.97811,0.16938,0.23344,0.52228,0.05462,0,0.0033274,0.0033274,0.0033274
339,2878.57,1.58077,0.07577,0.4178,0.80004,0.03298,5.53368,0.84025,0.94624,0.9447,0.61666,0.84025,0.94624,0.94747,0.94506,1.71575,0.11399,0.16327,0.54784,0.04485,0,0.0033076,0.0033076,0.0033076
340,2886.97,1.53526,0.06207,0.40681,0.81025,0.03191,5.29948,0.86871,0.88172,0.93404,0.61394,0.89103,0.90323,0.95886,0.955,1.82521,0.10619,0.18354,0.55085,0.04949,0,0.0032878,0.0032878,0.0032878
341,2895.49,1.56819,0.0618,0.39292,0.77487,0.03248,5.42725,0.84531,0.94019,0.94781,0.65748,0.85498,0.95094,0.95806,0.95502,1.69096,0.11243,0.20378,0.48502,0.04558,0,0.003268,0.003268,0.003268
342,2903.89,1.58346,0.06338,0.46555,0.79071,0.03368,5.16297,0.90083,0.91398,0.94207,0.63209,0.89641,0.93051,0.95684,0.95437,1.77039,0.12525,0.20505,0.50133,0.04833,0,0.0032482,0.0032482,0.0032482
343,2912.52,1.58772,0.07015,0.44463,0.78013,0.03253,5.38473,0.86132,0.92473,0.94967,0.64476,0.87178,0.93548,0.9601,0.9571,1.70554,0.10269,0.20761,0.51449,0.04613,0,0.0032284,0.0032284,0.0032284
344,2920.93,1.62719,0.08325,0.45237,0.78451,0.03472,5.53632,0.83513,0.97849,0.94631,0.63059,0.8443,0.98925,0.956,0.94979,1.75562,0.13819,0.17033,0.46569,0.04799,0,0.0032086,0.0032086,0.0032086
345,2929.37,1.54657,0.06783,0.3915,0.78934,0.03274,5.1695,0.854,0.97849,0.94431,0.62412,0.86401,0.98925,0.95307,0.94351,1.74326,0.13168,0.17824,0.48536,0.04758,0,0.0031888,0.0031888,0.0031888
346,2937.77,1.5581,0.0644,0.36637,0.79758,0.03327,5.33735,0.84064,0.94624,0.94653,0.60444,0.84064,0.94624,0.95159,0.94579,1.89804,0.1292,0.17672,0.54626,0.05281,0,0.003169,0.003169,0.003169
347,2945.97,1.54449,0.0613,0.39607,0.79297,0.03244,5.23156,0.87106,0.90323,0.94399,0.6595,0.89071,0.92473,0.96947,0.96806,1.6889,0.1126,0.19165,0.46592,0.04643,0,0.0031492,0.0031492,0.0031492
348,2954.44,1.62309,0.07376,0.42365,0.80571,0.03369,5.50691,0.8013,0.93548,0.88331,0.55984,0.839,0.96774,0.93789,0.92749,1.9726,0.22781,0.19122,0.56496,0.05724,0,0.0031294,0.0031294,0.0031294
349,2962.77,1.58313,0.08286,0.42464,0.77478,0.03383,5.35101,0.91346,0.90796,0.93576,0.56367,0.93509,0.92947,0.96386,0.96208,2.11445,0.1261,0.22171,0.5588,0.0607,0,0.0031096,0.0031096,0.0031096
350,2971.06,1.59927,0.06545,0.43308,0.82171,0.03345,5.21748,0.84176,0.94624,0.92975,0.60622,0.86089,0.96774,0.95774,0.95168,1.86957,0.1391,0.19294,0.51569,0.05259,0,0.0030898,0.0030898,0.0030898
351,2979.32,1.56167,0.07562,0.38729,0.77738,0.03304,5.10176,0.84892,0.91398,0.92613,0.61629,0.85844,0.96774,0.94508,0.94021,1.79454,0.12782,0.2119,0.50144,0.04971,0,0.00307,0.00307,0.00307
352,2987.72,1.58322,0.07151,0.45285,0.77491,0.03428,5.49149,0.79698,0.92869,0.91646,0.60366,0.82985,0.94396,0.94812,0.94486,1.7866,0.12438,0.213,0.58926,0.04919,0,0.0030502,0.0030502,0.0030502
353,2996.36,1.56954,0.07719,0.41375,0.78352,0.03229,5.36056,0.88164,0.94624,0.95834,0.6379,0.8925,0.95699,0.9678,0.9646,1.77087,0.15027,0.18286,0.48545,0.04821,0,0.0030304,0.0030304,0.0030304
354,3004.62,1.50567,0.06848,0.42559,0.74881,0.03166,5.46527,0.83586,0.87097,0.9216,0.57078,0.85675,0.89247,0.94107,0.92948,1.92418,0.17837,0.26004,0.58715,0.05292,0,0.0030106,0.0030106,0.0030106
355,3012.78,1.51607,0.05997,0.40472,0.75706,0.03195,5.24206,0.92712,0.89247,0.96306,0.63982,0.88558,0.95699,0.9717,0.96698,1.72804,0.10817,0.21108,0.48914,0.04582,0,0.0029908,0.0029908,0.0029908
356,3021.01,1.56216,0.07193,0.41291,0.77398,0.03367,5.56201,0.95414,0.82796,0.95789,0.6559,0.89468,0.91342,0.96955,0.96332,1.74557,0.21358,0.18117,0.52369,0.04866,0,0.002971,0.002971,0.002971
357,3029.28,1.50991,0.0906,0.41107,0.77394,0.03111,5.48071,0.85305,0.91398,0.93557,0.59653,0.88339,0.94624,0.95985,0.95241,1.86775,0.18999,0.21365,0.53742,0.05255,0,0.0029512,0.0029512,0.0029512
358,3037.69,1.54211,0.05639,0.35806,0.76519,0.03277,5.42537,0.90003,0.87097,0.93556,0.59962,0.9205,0.89247,0.95858,0.95271,1.85188,0.18445,0.21491,0.5549,0.05204,0,0.0029314,0.0029314,0.0029314
359,3046.37,1.57012,0.10598,0.4041,0.78788,0.03289,5.85867,0.87915,0.9387,0.93637,0.62781,0.8826,0.95699,0.94832,0.94365,1.72524,0.14173,0.21447,0.53298,0.04599,0,0.0029116,0.0029116,0.0029116
360,3054.98,1.53063,0.07136,0.42482,0.76251,0.03328,5.39883,0.87105,0.94425,0.92879,0.62029,0.89024,0.95933,0.95334,0.94851,1.75927,0.1369,0.23057,0.51901,0.04749,0,0.0028918,0.0028918,0.0028918
361,3063.42,1.55193,0.06877,0.41467,0.78887,0.03314,5.3576,0.87064,0.92473,0.93568,0.61724,0.89089,0.94624,0.94823,0.94251,1.88192,0.20157,0.19215,0.56422,0.05273,0,0.002872,0.002872,0.002872
362,3072.39,1.55859,0.06062,0.4285,0.74918,0.03288,5.25521,0.85883,0.91581,0.93427,0.63558,0.88903,0.94763,0.95963,0.94595,1.80851,0.15103,0.13362,0.61733,0.05006,0,0.0028522,0.0028522,0.0028522
363,3081,1.57278,0.07334,0.40216,0.77838,0.03356,5.72388,0.88302,0.89282,0.94434,0.63321,0.86,0.92474,0.94729,0.94382,1.81241,0.16727,0.1229,0.55643,0.05023,0,0.0028324,0.0028324,0.0028324
364,3089.65,1.5569,0.05617,0.38572,0.76865,0.03255,5.17163,0.87674,0.94624,0.95315,0.63701,0.89959,0.96333,0.96357,0.9519,1.85124,0.14717,0.14932,0.52809,0.05164,0,0.0028126,0.0028126,0.0028126
365,3097.97,1.51087,0.07635,0.3972,0.74643,0.03097,5.19904,0.92362,0.91015,0.94356,0.63236,0.91677,0.94748,0.97076,0.96311,1.8453,0.13695,0.17857,0.4871,0.05149,0,0.0027928,0.0027928,0.0027928
366,3105.8,1.49918,0.09683,0.41232,0.77656,0.03085,5.34722,0.9602,0.89247,0.96446,0.65816,0.95446,0.90143,0.97737,0.97174,1.85352,0.14742,0.20707,0.51806,0.0517,0,0.002773,0.002773,0.002773
367,3113.42,1.5167,0.05363,0.40074,0.73849,0.03146,5.0556,0.89214,0.96774,0.96848,0.67895,0.91974,0.98581,0.98093,0.97467,1.73263,0.15009,0.20883,0.50043,0.04762,0,0.0027532,0.0027532,0.0027532
368,3121.46,1.51208,0.06387,0.40511,0.82521,0.03159,5.29261,0.87921,0.93921,0.96304,0.6868,0.89929,0.96022,0.97542,0.97099,1.69149,0.14903,0.19173,0.52703,0.04585,0,0.0027334,0.0027334,0.0027334
369,3129.7,1.52354,0.04803,0.3787,0.75446,0.03192,4.90544,0.89521,0.93548,0.95829,0.68344,0.91592,0.95699,0.96878,0.96523,1.66016,0.1043,0.21248,0.53035,0.04436,0,0.0027136,0.0027136,0.0027136
370,3138.82,1.50831,0.0653,0.37335,0.74183,0.03126,5.08298,0.88272,0.92473,0.94161,0.66792,0.89298,0.93548,0.95537,0.95379,1.72296,0.12705,0.21073,0.50527,0.04665,0,0.0026938,0.0026938,0.0026938
371,3147.95,1.61419,0.06522,0.4032,0.79762,0.03414,5.06732,0.88879,0.94529,0.9577,0.66072,0.90896,0.96626,0.96983,0.96324,1.73669,0.09094,0.18105,0.56276,0.04561,0,0.002674,0.002674,0.002674
372,3156.92,1.5298,0.05546,0.35386,0.77142,0.03235,5.13164,0.8949,0.93548,0.93987,0.62468,0.91547,0.95699,0.96128,0.95065,1.77434,0.14469,0.24406,0.54025,0.0478,0,0.0026542,0.0026542,0.0026542
373,3165.95,1.54068,0.06758,0.39728,0.76438,0.03245,5.21032,0.86059,0.9293,0.92979,0.59377,0.88032,0.94915,0.96039,0.94854,1.90444,0.16094,0.24433,0.5616,0.05271,0,0.0026344,0.0026344,0.0026344
374,3174.73,1.49875,0.07021,0.42453,0.74253,0.032,5.18595,0.84882,0.97849,0.94305,0.60742,0.86748,1,0.96633,0.96063,1.8922,0.09676,0.20128,0.57675,0.05209,0,0.0026146,0.0026146,0.0026146
375,3183.17,1.52736,0.05573,0.34871,0.77173,0.03204,5.08867,0.88773,0.97849,0.95711,0.62529,0.89749,0.98925,0.96909,0.96419,1.8249,0.09238,0.17432,0.5515,0.05009,0,0.0025948,0.0025948,0.0025948
376,3191.78,1.52508,0.06523,0.35083,0.75305,0.031,4.97506,0.84812,0.87097,0.88221,0.5196,0.89362,0.91398,0.94594,0.94061,2.15036,0.11356,0.24536,0.69109,0.0624,0,0.002575,0.002575,0.002575
377,3200.57,1.49922,0.05201,0.38267,0.70401,0.03154,4.86981,0.84915,0.90796,0.94217,0.59943,0.87928,0.91398,0.946,0.94045,1.80014,0.09991,0.21834,0.65354,0.04963,0,0.0025552,0.0025552,0.0025552
378,3209.12,1.51761,0.0611,0.38916,0.74766,0.03194,5.03846,0.91678,0.90323,0.95974,0.6586,0.93083,0.91398,0.96972,0.96365,1.73166,0.1045,0.19033,0.57612,0.04684,0,0.0025354,0.0025354,0.0025354
379,3217.8,1.54915,0.07876,0.35504,0.70906,0.0325,5.37038,0.85606,0.97849,0.95784,0.65911,0.92868,0.93548,0.96881,0.96345,1.73469,0.09015,0.16899,0.52103,0.04658,0,0.0025156,0.0025156,0.0025156
380,3226.27,1.49928,0.05496,0.37715,0.69994,0.03133,4.79272,0.86495,0.96416,0.95964,0.66093,0.93411,0.91466,0.97004,0.96519,1.71537,0.0883,0.17802,0.58768,0.04585,0,0.0024958,0.0024958,0.0024958
381,3234.66,1.53882,0.0567,0.36683,0.74327,0.03251,4.79811,0.8413,0.96905,0.95654,0.64079,0.92182,0.91398,0.96758,0.96077,1.7209,0.15016,0.16663,0.54316,0.04657,0,0.002476,0.002476,0.002476
382,3243.1,1.54392,0.0635,0.3783,0.7323,0.03235,5.02433,0.86692,0.98067,0.95217,0.62027,0.87639,0.99105,0.96454,0.95614,1.78992,0.19448,0.16818,0.52684,0.04898,0,0.0024562,0.0024562,0.0024562
383,3251.67,1.4897,0.06814,0.38529,0.71685,0.03116,4.99107,0.86151,0.95699,0.95668,0.62255,0.87119,0.96774,0.96822,0.96052,1.79416,0.20214,0.21492,0.59121,0.04928,0,0.0024364,0.0024364,0.0024364
384,3259.91,1.51359,0.06682,0.38982,0.76477,0.03168,5.08574,0.88886,0.95699,0.96139,0.67645,0.88886,0.95699,0.96422,0.95741,1.62421,0.16774,0.13486,0.58638,0.04278,0,0.0024166,0.0024166,0.0024166
385,3268.31,1.49438,0.06526,0.38302,0.71039,0.03157,4.94981,0.92342,0.94624,0.96831,0.67137,0.92342,0.94624,0.96883,0.96438,1.62861,0.14512,0.13548,0.49128,0.04303,0,0.0023968,0.0023968,0.0023968
386,3276.7,1.55184,0.05361,0.37953,0.76423,0.03257,4.85246,0.87475,0.97632,0.96658,0.6722,0.87475,0.97632,0.96658,0.96358,1.6004,0.11718,0.13567,0.49286,0.04225,0,0.002377,0.002377,0.002377
387,3285.52,1.49773,0.08466,0.38752,0.74005,0.03189,5.09321,0.91821,0.97849,0.97539,0.65061,0.91821,0.97849,0.97539,0.9719,1.72952,0.12945,0.14747,0.46845,0.04661,0,0.0023572,0.0023572,0.0023572
388,3293.64,1.54567,0.0945,0.35443,0.75664,0.03232,5.11302,0.95637,0.94293,0.97397,0.67321,0.96072,0.93548,0.97698,0.97193,1.68423,0.12373,0.15178,0.53132,0.04454,0,0.0023374,0.0023374,0.0023374
389,3301.23,1.51256,0.06034,0.36024,0.71195,0.03128,4.85046,0.92629,0.94581,0.97074,0.68559,0.92605,0.94257,0.9748,0.96834,1.67488,0.13256,0.15747,0.51878,0.04421,0,0.0023176,0.0023176,0.0023176
390,3310.1,1.54166,0.05969,0.40239,0.74215,0.03299,5.00364,0.89828,0.96774,0.9586,0.65902,0.90826,0.97849,0.97432,0.96841,1.70903,0.14976,0.14532,0.52777,0.04593,0,0.0022978,0.0022978,0.0022978
391,3318.96,1.47781,0.04834,0.39072,0.69019,0.03102,4.77079,0.90849,0.96774,0.95073,0.66395,0.92888,0.98925,0.975,0.97098,1.61904,0.14429,0.13377,0.53934,0.04356,0,0.002278,0.002278,0.002278
392,3327.73,1.50006,0.05283,0.36473,0.72268,0.03201,5.06541,0.86943,0.94624,0.93526,0.66029,0.91716,0.95241,0.96845,0.96518,1.64775,0.12823,0.13845,0.48806,0.04461,0,0.0022582,0.0022582,0.0022582
393,3336.33,1.47486,0.05521,0.39952,0.73177,0.03077,4.85787,0.89597,0.92605,0.93866,0.65558,0.92709,0.95701,0.97123,0.96821,1.66926,0.07684,0.15834,0.56728,0.04432,0,0.0022384,0.0022384,0.0022384
394,3344.58,1.47959,0.05655,0.38478,0.72838,0.03081,4.90457,0.8864,0.9229,0.9371,0.64993,0.91733,0.95456,0.97097,0.96837,1.64522,0.1331,0.16198,0.50293,0.04423,0,0.0022186,0.0022186,0.0022186
395,3352.83,1.4862,0.07005,0.3807,0.74421,0.03143,5.14126,0.89395,0.89247,0.95071,0.63731,0.90695,0.90323,0.96352,0.9585,1.7285,0.08784,0.16567,0.52088,0.04562,0,0.0021988,0.0021988,0.0021988
396,3361.12,1.49282,0.06762,0.34318,0.73619,0.03179,5.34962,0.89997,0.96774,0.97342,0.64494,0.92812,0.92473,0.97435,0.9668,1.78379,0.12432,0.1612,0.48969,0.04805,0,0.002179,0.002179,0.002179
397,3369.32,1.51312,0.05922,0.3725,0.74972,0.03184,5.10355,0.92546,0.93453,0.95721,0.65955,0.94674,0.95578,0.96942,0.95938,1.76808,0.44962,0.3882,0.49054,0.04897,0,0.0021592,0.0021592,0.0021592
398,3377.56,1.48217,0.07056,0.37852,0.73636,0.03135,5.15385,0.8987,0.95391,0.96298,0.63911,0.91724,0.96774,0.9729,0.96896,1.86937,0.10519,0.15196,0.50638,0.05154,0,0.0021394,0.0021394,0.0021394
399,3385.67,1.49469,0.05419,0.38504,0.74351,0.03101,4.81796,0.9268,0.97849,0.97105,0.61308,0.9268,0.97849,0.97898,0.97538,1.92559,0.11139,0.13402,0.49614,0.05343,0,0.0021196,0.0021196,0.0021196
400,3394,1.47383,0.08663,0.42303,0.74017,0.03052,5.05642,0.90256,0.98925,0.96375,0.62584,0.90256,0.98925,0.9708,0.96741,1.86593,0.11979,0.13581,0.50558,0.05145,0,0.0020998,0.0020998,0.0020998
401,3402.66,1.51072,0.06733,0.40578,0.71668,0.0318,5.03197,0.9079,0.95405,0.97082,0.65271,0.91814,0.9648,0.97952,0.97627,1.78714,0.10859,0.15977,0.47905,0.04878,0,0.00208,0.00208,0.00208
402,3411.3,1.49569,0.05519,0.40629,0.74728,0.0316,4.78452,0.93939,0.95699,0.97556,0.68222,0.93939,0.95699,0.98328,0.98029,1.68747,0.11937,0.13989,0.45272,0.04499,0,0.0020602,0.0020602,0.0020602
403,3419.94,1.47829,0.0673,0.38652,0.67691,0.03042,4.74469,0.93607,0.96774,0.97321,0.68311,0.9371,0.97849,0.98062,0.97674,1.68856,0.11671,0.14307,0.44347,0.04522,0,0.0020404,0.0020404,0.0020404
404,3428.6,1.57452,0.0602,0.36636,0.76869,0.03276,4.90411,0.8992,0.96774,0.95967,0.67598,0.91243,0.96774,0.96139,0.95902,1.65926,0.11916,0.15978,0.46129,0.04357,0,0.0020206,0.0020206,0.0020206
405,3437.21,1.52823,0.05714,0.37767,0.7445,0.03184,4.66812,0.90079,0.97637,0.96439,0.62609,0.90903,0.97849,0.96543,0.96278,1.84261,0.1214,0.18279,0.47971,0.0499,0,0.0020008,0.0020008,0.0020008
406,3445.84,1.44874,0.07255,0.38273,0.7038,0.03096,4.89952,0.88372,0.98064,0.96368,0.60986,0.90088,0.95699,0.96398,0.96041,1.84942,0.11485,0.18177,0.49131,0.04995,0,0.001981,0.001981,0.001981
407,3454.46,1.52736,0.03869,0.33681,0.67812,0.03178,4.32641,0.89652,0.94624,0.95334,0.62945,0.93612,0.94552,0.96575,0.96281,1.77339,0.14689,0.17699,0.50847,0.04809,0,0.0019612,0.0019612,0.0019612
408,3463.09,1.54444,0.07721,0.40873,0.74888,0.03226,4.89887,0.9152,0.92837,0.95755,0.62796,0.94694,0.95953,0.97722,0.97162,1.86917,0.07339,0.13901,0.50286,0.0504,0,0.0019414,0.0019414,0.0019414
409,3471.72,1.48068,0.06179,0.38277,0.7157,0.03077,4.91006,0.92468,0.92404,0.95814,0.65314,0.92761,0.96453,0.97878,0.97543,1.75903,0.05097,0.12636,0.49356,0.04682,0,0.0019216,0.0019216,0.0019216
410,3480.32,1.52687,0.0732,0.3907,0.73265,0.0321,4.99701,0.87096,0.94354,0.95246,0.66662,0.90026,0.97061,0.97322,0.97062,1.71249,0.04323,0.13512,0.47773,0.04487,0,0.0019018,0.0019018,0.0019018
411,3488.89,1.51061,0.05726,0.37898,0.71085,0.03113,4.84519,0.89353,0.92473,0.95397,0.64816,0.9076,0.95055,0.97416,0.9722,1.79952,0.04013,0.13475,0.47892,0.04774,0,0.001882,0.001882,0.001882
412,3497.6,1.45117,0.06191,0.37207,0.68397,0.03031,4.54509,0.86624,0.97488,0.955,0.65995,0.88517,0.99466,0.97427,0.97394,1.68754,0.08965,0.14643,0.43866,0.04464,0,0.0018622,0.0018622,0.0018622
413,3506.23,1.5121,0.04548,0.3593,0.72324,0.03125,4.56073,0.84217,0.97538,0.94861,0.66994,0.86048,0.99476,0.97028,0.96768,1.60953,0.08934,0.16037,0.46226,0.04203,0,0.0018424,0.0018424,0.0018424
414,3514.92,1.46853,0.05053,0.35559,0.72074,0.03059,4.7542,0.91704,0.95091,0.95559,0.65033,0.93772,0.97139,0.97929,0.97417,1.7207,0.07907,0.16706,0.48688,0.04578,0,0.0018226,0.0018226,0.0018226
415,3523.54,1.46735,0.04959,0.37556,0.7157,0.03077,4.93847,0.90097,0.97849,0.96884,0.68475,0.92781,0.96742,0.97974,0.97231,1.6048,0.10078,0.16316,0.46936,0.0421,0,0.0018028,0.0018028,0.0018028
416,3532.25,1.47034,0.05293,0.3589,0.70742,0.03043,4.5708,0.9496,0.90323,0.97026,0.67814,0.94612,0.94624,0.97453,0.97036,1.67521,0.09756,0.15992,0.51378,0.04343,0,0.001783,0.001783,0.001783
417,3540.83,1.52193,0.0482,0.34705,0.71958,0.03207,4.71167,0.92596,0.94129,0.97426,0.66675,0.94711,0.96279,0.98018,0.97516,1.72852,0.1423,0.16024,0.51693,0.04602,0,0.0017632,0.0017632,0.0017632
418,3549.46,1.50596,0.07058,0.34911,0.68046,0.03169,5.08273,0.90076,0.97597,0.97032,0.6873,0.9168,0.98925,0.98146,0.97692,1.66227,0.11199,0.16693,0.47825,0.0443,0,0.0017434,0.0017434,0.0017434
419,3558.15,1.4745,0.06179,0.37732,0.7242,0.03073,4.81021,0.92482,0.93548,0.96947,0.68023,0.94635,0.95699,0.98151,0.97755,1.67491,0.10264,0.16918,0.47988,0.04467,0,0.0017236,0.0017236,0.0017236
420,3566.77,1.51952,0.04759,0.36164,0.74236,0.03157,4.87256,0.90252,0.94624,0.94655,0.64385,0.93553,0.97849,0.97147,0.96763,1.78976,0.09402,0.1548,0.51765,0.04839,0,0.0017038,0.0017038,0.0017038
421,3575.43,1.48963,0.05987,0.37381,0.7289,0.03137,4.64981,0.93003,0.93548,0.96605,0.6684,0.95141,0.95699,0.97682,0.97364,1.67161,0.0894,0.14258,0.47126,0.0448,0,0.001684,0.001684,0.001684
422,3584.08,1.46318,0.06684,0.34964,0.71412,0.03094,4.74952,0.94557,0.93393,0.97155,0.65878,0.95633,0.93548,0.97989,0.97872,1.71413,0.04315,0.1286,0.43256,0.0456,0,0.0016642,0.0016642,0.0016642
423,3592.72,1.46364,0.05663,0.38892,0.69501,0.03079,4.8269,0.92524,0.96774,0.9765,0.64578,0.94586,0.98925,0.98616,0.9825,1.78762,0.04996,0.14225,0.45782,0.04804,0,0.0016444,0.0016444,0.0016444
424,3601.34,1.49525,0.04149,0.3395,0.7197,0.03098,4.71312,0.90697,0.94354,0.97537,0.67432,0.92752,0.96328,0.98697,0.98258,1.6905,0.04916,0.14531,0.4668,0.04465,0,0.0016246,0.0016246,0.0016246
425,3609.94,1.48559,0.05948,0.34964,0.72545,0.03163,4.55208,0.92634,0.95699,0.97574,0.68325,0.93675,0.96774,0.97902,0.9764,1.64772,0.04821,0.14786,0.51202,0.04295,0,0.0016048,0.0016048,0.0016048
426,3618.54,1.46027,0.05567,0.37477,0.69188,0.03015,4.5568,0.91864,0.97134,0.97917,0.69287,0.91864,0.97134,0.98018,0.97844,1.65087,0.09491,0.1344,0.48871,0.04385,0,0.001585,0.001585,0.001585
427,3627.23,1.44599,0.05811,0.38057,0.67786,0.0308,4.73172,0.92657,0.94978,0.97482,0.67537,0.92657,0.94978,0.97546,0.97096,1.71734,0.09889,0.14207,0.49688,0.04616,0,0.0015652,0.0015652,0.0015652
428,3635.88,1.46419,0.04976,0.37231,0.72639,0.03097,4.57268,0.88173,0.96197,0.96359,0.6468,0.89154,0.97226,0.97233,0.96357,1.8121,0.13074,0.13528,0.52196,0.04969,0,0.0015454,0.0015454,0.0015454
429,3644.53,1.46661,0.05424,0.35226,0.69575,0.02968,4.28465,0.92461,0.92308,0.96005,0.65861,0.92548,0.93474,0.9621,0.95815,1.76095,0.14368,0.13336,0.52914,0.04819,0,0.0015256,0.0015256,0.0015256
430,3653.15,1.44831,0.05443,0.34648,0.70393,0.02935,4.14585,0.9034,0.93548,0.9559,0.65764,0.89764,0.94624,0.95786,0.95464,1.71552,0.14292,0.12849,0.54475,0.04683,0,0.0015058,0.0015058,0.0015058
431,3661.82,1.43546,0.06567,0.3408,0.69896,0.02979,4.69944,0.90814,0.93548,0.96071,0.67917,0.92631,0.94624,0.96248,0.95991,1.6629,0.13419,0.1343,0.52081,0.04485,0,0.001486,0.001486,0.001486
432,3670.44,1.46543,0.06639,0.38312,0.7119,0.03135,4.87168,0.89889,0.97849,0.96562,0.67177,0.90877,0.98925,0.97454,0.96492,1.71415,0.11713,0.15084,0.50655,0.04646,0,0.0014662,0.0014662,0.0014662
433,3679.12,1.46869,0.07341,0.34827,0.70972,0.03143,4.78974,0.89978,0.96537,0.9629,0.67365,0.90975,0.97551,0.97125,0.96569,1.72079,0.10575,0.14364,0.5718,0.04664,0,0.0014464,0.0014464,0.0014464
434,3687.77,1.39811,0.05895,0.36377,0.69417,0.02872,4.59257,0.9327,0.93548,0.96557,0.67912,0.94343,0.94624,0.97498,0.96567,1.70558,0.13491,0.14296,0.50592,0.04608,0,0.0014266,0.0014266,0.0014266
435,3696.43,1.42449,0.05666,0.38972,0.68526,0.02973,4.57046,0.89967,0.96427,0.96311,0.66541,0.92567,0.93733,0.9682,0.964,1.72514,0.14628,0.13244,0.53488,0.04667,0,0.0014068,0.0014068,0.0014068
436,3705.06,1.46591,0.06356,0.36327,0.69035,0.0306,4.67123,0.91451,0.92019,0.96535,0.65834,0.95023,0.92473,0.97523,0.96956,1.73919,0.0819,0.13595,0.55767,0.04663,0,0.001387,0.001387,0.001387
437,3713.66,1.48677,0.05722,0.38918,0.70045,0.03032,4.60003,0.88245,0.96865,0.96435,0.66427,0.89225,0.9794,0.97397,0.97086,1.66868,0.11001,0.13961,0.51669,0.04499,0,0.0013672,0.0013672,0.0013672
438,3722.25,1.47972,0.05946,0.35507,0.73069,0.03069,4.88672,0.89139,0.96774,0.95933,0.65265,0.91593,0.93548,0.97148,0.96598,1.69725,0.11231,0.14528,0.52336,0.04577,0,0.0013474,0.0013474,0.0013474
439,3730.94,1.47428,0.04272,0.29887,0.73063,0.03097,4.4495,0.93541,0.97849,0.97145,0.64012,0.93541,0.97849,0.97376,0.96936,1.74904,0.06031,0.14305,0.51675,0.04597,0,0.0013276,0.0013276,0.0013276
440,3739.58,1.4146,0.07275,0.37686,0.72405,0.02925,4.56329,0.90177,0.98925,0.97355,0.672,0.90177,0.98925,0.97397,0.96995,1.65268,0.06465,0.1468,0.49527,0.04271,0,0.0013078,0.0013078,0.0013078
441,3748.16,1.40032,0.05164,0.37258,0.66315,0.02865,4.49725,0.9288,0.98191,0.9759,0.68379,0.9288,0.98191,0.97686,0.96907,1.60605,0.08103,0.14728,0.45689,0.04112,0,0.001288,0.001288,0.001288
