epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
118,1332.41,0.9965,0.62797,1.38396,0.85183,0.83608,0.85856,0.50324,1.54891,0.72297,2.02505,0.0088417,0.0088417,0.0088417
119,1343.61,1.00213,0.63198,1.37653,0.85017,0.83376,0.84999,0.50633,1.55068,0.70441,2.0579,0.0088318,0.0088318,0.0088318
120,1354.7,1.00137,0.6316,1.38075,0.85441,0.8271,0.85561,0.51046,1.50633,0.71337,1.97587,0.0088219,0.0088219,0.0088219
121,1366.12,0.99176,0.61053,1.366,0.81135,0.85828,0.8514,0.4931,1.56789,0.71955,2.04242,0.008812,0.008812,0.008812
122,1377.36,0.98514,0.6211,1.37475,0.82076,0.82473,0.83789,0.48888,1.56052,0.7601,2.02607,0.0088021,0.0088021,0.0088021
123,1388.58,0.98979,0.62402,1.36297,0.83131,0.84798,0.83476,0.49226,1.51223,0.74309,1.98318,0.0087922,0.0087922,0.0087922
124,1399.7,0.9913,0.61139,1.36804,0.83909,0.85315,0.85718,0.50114,1.5357,0.71389,2.00808,0.0087823,0.0087823,0.0087823
125,1410.77,0.99094,0.61896,1.36662,0.84685,0.84672,0.84471,0.49921,1.53542,0.72185,1.9931,0.0087724,0.0087724,0.0087724
126,1421.86,0.98912,0.6167,1.36556,0.84219,0.83525,0.84988,0.50192,1.52049,0.73848,1.96648,0.0087625,0.0087625,0.0087625
127,1432.97,0.97651,0.60861,1.35917,0.86518,0.83226,0.8522,0.49675,1.53033,0.75466,1.97826,0.0087526,0.0087526,0.0087526
128,1444.08,0.98055,0.61435,1.358,0.86306,0.85763,0.8615,0.50422,1.53228,0.73547,2.00447,0.0087427,0.0087427,0.0087427
129,1455.23,0.99657,0.61698,1.36702,0.86211,0.84215,0.8605,0.49378,1.54286,0.71885,2.02787,0.0087328,0.0087328,0.0087328
130,1466.38,0.9792,0.6069,1.35215,0.8666,0.8464,0.85666,0.49994,1.52178,0.74384,1.97713,0.0087229,0.0087229,0.0087229
